Bedrooms,Bathrooms,LivingArea,Floors,Views,Condition,HouseArea,BasementArea,BuiltYear,PostalCode,SchoolsNearby,Price
2,2.25,850,2,0,3,850,0,2001,122038,3,233000
3,1.5,910,1,0,3,910,0,1973,122034,3,232900
6,1.5,2140,1.5,0,4,2140,0,1903,122039,1,230000
3,1,1000,1,0,3,1000,0,1959,122015,3,228000
3,1,970,1,0,3,970,0,1967,122040,2,219000
4,2,1520,1.5,0,5,1520,0,1920,122068,1,210000
3,2,1440,1,0,3,1440,0,1963,122039,2,210000
3,1,1330,1,0,3,1330,0,1976,122018,2,209000
3,1,1520,1,0,2,1120,400,1961,122018,3,135000
4,4.25,6410,2.5,2,4,5610,800,1906,122054,3,2730000
4,3,3540,2,0,3,3000,540,1940,122047,3,2200000
5,3.5,4870,2.5,3,5,3650,1220,1929,122054,2,1740000
5,3,4290,1,3,3,2480,1810,1972,122057,3,1710000
5,3.75,4700,2,0,3,2930,1770,2006,122010,1,1140000
4,2.5,2780,1,3,3,1390,1390,1967,122010,3,990000
4,2.5,3670,2,0,4,3670,0,1994,122037,2,921500
3,2.5,2320,2,0,3,1620,700,1907,122047,2,900000
6,2.75,3500,2,0,5,2430,1070,1909,122007,2,865000
3,1.75,1490,2,0,3,1490,0,1984,122010,2,835000
3,2.5,1810,1,0,5,1310,500,1960,122010,3,827500
4,3.5,3470,2,3,3,2520,950,1979,122022,2,810000
3,1.75,2150,2,0,4,1400,750,1906,122028,2,762000
3,1.75,1520,1.5,0,5,1520,0,1936,122009,1,738000
3,1.5,2180,1,3,4,1090,1090,1941,122009,3,720000
4,2.5,2672,2,0,3,2020,652,2005,122006,2,700000
4,2.5,2920,2,4,3,2920,0,2004,122008,2,675000
3,2.25,3340,1,0,3,3340,0,1950,122014,3,670000
3,2.25,2230,1,0,5,1630,600,1974,122027,1,652450
3,1.75,2040,1.5,0,4,1740,300,1930,122007,3,620000
2,1,1470,1,0,4,970,500,1941,122004,3,602000
2,2,1660,1,0,5,1120,540,1906,122028,2,601150
3,2.5,3360,1,0,3,3360,0,1989,122041,2,590000
3,2,2690,2,0,3,2690,0,1992,122069,2,575000
5,2.5,2410,1,0,5,1600,810,1978,122017,2,560000
3,2.25,1540,3,0,3,1540,0,2008,122028,2,550000
4,2.25,1580,1,0,3,1160,420,1973,122012,2,525000
3,2.5,2100,2,0,3,2100,0,1997,122021,1,521900
3,2.25,2510,2,0,3,2510,0,1981,122012,1,520000
4,2.5,2800,2,0,3,2800,0,2003,122058,3,515000
3,2.25,1300,3,0,3,1300,0,2008,122028,1,515000
2,1.75,1810,1,0,3,1170,640,1962,122012,1,501000
3,3.25,1490,3,0,3,1220,270,2001,122013,1,500000
3,1.75,1800,1,0,3,1300,500,1972,122022,1,500000
2,1,1420,2,0,4,1420,0,1941,122006,1,496000
2,1,950,1,0,3,950,0,1941,122028,3,482000
3,2.25,1850,2,0,3,1850,0,2013,122051,1,474950
2,1,1090,1,0,3,840,250,1926,122061,1,474000
4,1.75,1760,1,2,5,1070,690,1962,122064,1,471000
4,2.5,2811,2,0,3,2811,0,2009,122024,1,455000
3,2.5,2690,2,0,3,2690,0,1994,122041,2,445000
3,2,1650,2,0,4,1650,0,1977,122005,1,440000
2,1,990,1,2,5,790,200,1907,122028,1,437500
4,2.25,1990,2,0,3,1990,0,1973,122010,3,435000
3,2.25,1830,1,0,3,1400,430,1976,122021,3,430000
3,2.5,2210,2,0,4,2210,0,1985,122046,2,412000
3,1.75,1440,1,0,4,1440,0,1972,122038,1,409000
5,2.75,2470,1,0,5,1250,1220,1977,122046,3,400000
4,3,2150,1,0,3,1450,700,1969,122018,2,399950
4,2.5,2600,2,0,3,2600,0,1991,122046,3,392000
4,1.5,2140,1,0,3,1190,950,1959,122051,3,378000
4,2,1720,1,0,3,970,750,1930,122034,1,375000
2,1.5,1050,2,0,3,960,90,2007,122044,3,375000
2,1,1140,1,0,4,1140,0,1909,122050,3,365500
4,1,2180,1.5,0,3,2180,0,1950,122014,2,359000
1,0.75,530,1,2,4,530,0,1950,122019,2,355000
4,2.25,1570,1,3,4,1570,0,1972,122068,3,350000
3,2,1060,2,0,3,730,330,2006,122016,2,346000
2,1,1770,1,3,3,1220,550,1957,122018,1,345000
3,1.75,1280,1,0,3,1030,250,1976,122037,3,340000
4,2,1750,1,1,4,1070,680,1942,122059,2,330000
3,1,1050,1,0,3,1050,0,1951,122014,1,325000
3,2,1570,1,0,3,1570,0,1999,122046,3,325000
4,2.75,2060,1,0,3,1280,780,1981,122046,2,322500
3,1.75,1900,1,0,3,1130,770,1977,122014,1,315000
4,2.5,1580,2,0,4,1580,0,1984,122035,2,291000
3,1.75,1990,1,0,3,1090,900,1961,122042,3,285000
3,2.5,1490,1,0,3,1090,400,1976,122046,3,271500
4,1.5,2040,1,0,3,1190,850,1961,122070,3,261000
4,1,1740,1,0,4,1020,720,1962,122046,2,260000
4,2.75,1830,2,0,3,1830,0,2001,122039,3,250000
3,2.25,1640,1,0,4,1180,460,1968,122066,3,247000
2,1.5,1260,1,0,3,1260,0,1957,122050,3,245560
3,2.25,1460,1,0,3,1140,320,1986,122018,2,240000
3,1.5,1890,1,0,3,1190,700,1959,122070,1,240000
3,1,1340,1,0,3,1340,0,1959,122063,1,227000
3,2.5,1740,2,0,3,1740,0,1989,122039,2,225000
3,1,1320,1.5,0,3,1320,0,1912,122068,3,209000
2,1,710,1,0,5,710,0,1926,122056,1,187250
5,1,1460,1.5,0,3,1290,170,1936,122052,1,180000
5,3,3950,1,0,3,2250,1700,1953,122048,3,1270000
5,2.75,3710,1.5,3,4,2340,1370,1977,122027,2,1250000
4,2.5,3000,1,0,4,1550,1450,1969,122057,1,1080000
4,3.25,4010,2,0,3,4010,0,2003,122015,3,972000
3,2.5,1820,1,0,4,1820,0,1953,122048,3,875000
4,2.75,4030,2,2,3,3310,720,1943,122050,3,835000
5,2.25,2020,1,0,4,1010,1010,1963,122057,3,750000
3,2.5,2970,1,0,3,1770,1200,1995,122019,3,745000
3,1,2090,1.5,2,3,1890,200,1931,122032,2,717500
2,2,1615,1.5,0,5,1615,0,1906,122028,2,665000
2,1,960,1,1,4,960,0,1942,122010,1,660000
4,2.5,2280,2,0,4,2280,0,1987,122011,1,626100
4,2.5,2280,1.5,0,4,1510,770,1942,122022,2,622100
2,2,1510,1,0,4,1010,500,1900,122028,3,595000
4,1.5,1810,2,0,3,1810,0,1926,122047,3,560000
4,3.5,3540,2,0,3,3540,0,2003,122042,3,550000
3,2.75,2000,1,0,5,1250,750,1960,122027,2,538000
3,2.25,1240,3,0,3,1240,0,2014,122026,3,529950
5,2.25,2940,1,0,3,1700,1240,1977,122037,1,528000
4,2.25,2270,1,0,5,1310,960,1973,122027,2,527500
3,1.75,2060,1,4,3,1100,960,1982,122069,3,510000
8,5,2800,2,0,3,1880,920,1997,122044,1,490000
3,4,1390,2,0,3,1150,240,2006,122004,3,458000
3,2.25,1750,1,0,5,1150,600,1962,122014,2,456150
4,1.75,1850,1,0,5,1100,750,1956,122038,2,450000
3,2,1230,2,0,3,1010,220,2003,122026,3,439950
4,1.75,2160,2,0,2,2160,0,1977,122010,1,429000
3,1.5,1900,1.5,0,4,1300,600,1971,122024,3,427500
4,2,1490,1,0,3,1110,380,1977,122054,2,425000
3,1.75,1720,1.5,0,3,1720,0,1932,122055,2,420000
3,2.25,1830,1,0,4,1330,500,1968,122014,3,419995
3,2,1450,1,0,4,1450,0,1969,122014,2,405000
4,2,2070,2,0,3,2070,0,1982,122017,3,400000
2,1.5,1050,2,0,3,960,90,2007,122044,1,390000
5,2,2020,2,0,3,2020,0,1950,122054,2,385000
4,2.5,2630,2,0,3,2630,0,2010,122035,2,385000
2,1.5,1320,1,0,3,1320,0,1993,122039,1,350000
1,1,790,1,0,3,790,0,1911,122051,1,350000
2,1.5,1040,1,0,5,1040,0,1953,122014,3,343000
4,2.5,2690,2,0,3,2690,0,1998,122023,3,340000
4,1,1400,1,0,3,1000,400,1954,122059,1,325088
3,1,1330,1,0,4,1330,0,1971,122037,2,320000
3,1.75,1480,1,0,4,1480,0,1968,122042,3,315000
4,2.5,1930,2,0,3,1930,0,1994,122035,1,310000
5,2.5,2100,1,0,4,1400,700,1974,122023,1,309900
3,1.5,1250,1,0,4,1250,0,1959,122056,3,306000
3,1,1000,1,0,5,1000,0,1951,122014,3,295000
3,2.5,1760,2,0,3,1760,0,2005,122015,2,294500
4,2.5,2060,2,0,3,2060,0,2000,122065,3,292000
3,1.5,1040,1,0,4,1040,0,1955,122014,1,290000
3,2.25,1430,2,0,3,1430,0,1993,122053,1,280000
4,2.5,2550,1,0,3,1750,800,1976,122018,2,277500
4,1,1360,1,0,4,1020,340,1944,122056,2,273500
5,2.25,2200,1,0,4,1100,1100,1963,122018,3,268450
4,2.5,2040,2,0,3,2040,0,2001,122023,1,265000
3,1,1080,1,0,3,1080,0,1950,122064,2,265000
3,1.5,1020,1,0,3,1020,0,1959,122015,1,255000
3,2,1660,1,0,3,1010,650,1985,122039,2,250000
2,1,700,1,0,3,700,0,1953,122014,2,248000
3,1,1600,1,0,4,1600,0,1971,122025,1,240000
3,2,1290,1,0,3,1290,0,1998,122065,3,237000
3,1,1660,1,0,4,960,700,1963,122018,1,209950
3,1.75,1420,1,0,5,820,600,1980,122018,3,205000
3,1.75,1160,1,0,4,1160,0,1977,122035,3,199500
3,1,1200,1,0,2,1200,0,1948,122051,3,160000
3,1.75,1010,1,0,3,1010,0,1969,122035,3,147500
4,4.25,5540,2,1,3,4280,1260,2006,122048,2,2580000
3,4.5,3950,2,3,3,2880,1070,1998,122032,1,1930000
5,2.25,3580,2,0,5,3580,0,1966,122057,3,1410000
4,2.5,3180,2,0,4,3180,0,1986,122057,3,1230000
4,3.25,4060,2,0,3,4060,0,1991,122037,1,1180000
3,2.25,2206,1,2,3,866,1340,1983,122019,2,780000
4,2.75,3410,2,0,3,3410,0,2012,122045,2,743000
4,3,2820,2,0,3,2820,0,1991,122020,3,692500
4,2.75,3130,2,0,3,3130,0,2014,122014,2,690500
4,2.5,2740,2,0,3,2740,0,1999,122019,3,690000
3,2.25,2070,2,2,3,1490,580,1966,122016,3,675000
4,2.25,2760,2,0,4,2760,0,1976,122019,2,675000
3,1.75,2030,2,2,4,2030,0,1963,122029,3,660000
4,2.75,2140,1,0,3,1190,950,1951,122006,1,625000
3,3.5,1970,2,0,3,1680,290,2007,122054,3,590000
3,2.25,2230,1,0,3,1430,800,1975,122005,1,585188
3,3.25,3050,2,0,3,2240,810,1990,122017,3,585000
2,2,1760,1,0,5,880,880,1946,122051,1,579000
2,1.5,1350,1,0,3,1070,280,1939,122032,3,567500
5,3,2560,1,0,3,1590,970,2012,122014,1,565000
3,2.25,2150,2,0,3,2150,0,1984,122005,3,559500
3,2.5,3070,1,3,5,1720,1350,1985,122043,1,550000
5,2.5,2380,1,0,4,1580,800,1976,122015,3,529000
3,2.5,2130,2,0,3,2130,0,1986,122037,1,515000
2,2.25,1470,2,0,3,1340,130,2005,122006,1,510000
2,1,680,1,0,4,680,0,1922,122050,2,500000
5,2.25,2710,1,0,3,1410,1300,1955,122017,2,495200
2,1.75,2060,1,0,3,1030,1030,1929,122006,3,485000
2,2.75,730,1,0,3,730,0,1929,122064,3,464000
2,3,1790,2,0,3,1400,390,2001,122054,2,450000
4,2.25,1990,1,0,4,1030,960,1965,122064,2,450000
5,2.5,1990,2,0,4,1990,0,1974,122033,2,438000
5,3,2500,1,0,3,1430,1070,1999,122064,3,430000
4,2,1390,1.5,0,5,1390,0,1908,122059,2,425000
3,1.75,2020,1,0,3,2020,0,1965,122017,1,405000
3,1.75,1860,1.5,0,5,1300,560,1918,122009,3,400000
3,3,1550,2,0,3,1280,270,2001,122044,3,390000
4,1.5,1780,1.5,0,4,1780,0,1962,122015,3,372000
4,2.5,2370,2,0,3,2370,0,1998,122035,2,369000
4,3,2250,2,0,3,2250,0,1986,122046,1,363000
4,1.75,1750,1,0,3,1220,530,1977,122015,2,360000
3,1,890,1,0,4,890,0,1960,122053,3,358000
4,2.75,2700,1,0,4,2700,0,1988,122035,1,357000
4,1.75,1570,1,0,3,1170,400,1959,122058,2,356500
4,2.5,2380,2,0,3,2380,0,1995,122042,1,340000
4,1.5,1790,1,0,4,1790,0,1951,122014,3,338000
4,2.5,2980,2,0,3,2980,0,2003,122018,2,330000
2,2.25,1550,2,0,3,1550,0,2008,122034,3,328000
3,2.5,2550,2,0,3,2550,0,2006,122067,1,325000
3,1,1160,1,0,4,1160,0,1957,122038,2,324000
2,1,1070,1,0,4,1070,0,1930,122015,3,320000
3,1,1280,1,0,3,1280,0,1958,122054,1,299500
3,1,1510,1,0,3,1510,0,1974,122039,2,299000
4,2.25,1400,1,0,3,1300,100,1961,122014,3,294450
3,1.75,1800,1,0,3,1470,330,1984,122065,3,270000
3,2.75,1740,1,0,3,1140,600,1967,122040,2,239999
3,2,1280,1,0,3,1280,0,1994,122035,3,232000
2,1,1480,1,0,4,1120,360,1925,122068,1,215000
2,1,1200,1,0,4,1200,0,1921,122072,2,189000
2,1,1000,1,0,3,1000,0,1913,122039,3,115000
3,2,1780,1,2,3,1400,380,1927,122028,3,760000
3,3.5,2710,2,0,3,1650,1060,2005,122012,2,615000
3,2.25,2160,2,0,4,1580,580,1987,122033,1,430000
2,1,1140,1.5,0,3,1140,0,1911,122064,2,320000
4,2.25,2390,2,0,3,2390,0,1990,122018,1,319000
2,1,720,1,0,4,720,0,1943,122064,1,285000
3,2.5,3560,2,0,3,3560,0,1997,122005,1,843500
3,1.75,1540,3,0,3,1540,0,2014,122006,3,549000
6,4.75,5540,2.5,2,4,3950,1590,1909,122003,2,2630000
4,3,4750,1.5,0,5,4750,0,1976,122048,2,2180000
4,3,2860,1,0,4,2860,0,1953,122048,3,1320000
4,4.5,5120,2,0,3,3290,1830,2008,122045,3,1240000
5,3.25,3510,2,0,3,3510,0,2013,122010,3,1010000
5,2.25,3320,1,0,5,1660,1660,1963,122057,2,989900
5,2.75,3750,2,0,3,3750,0,2001,122019,2,910000
4,2.5,3190,2,0,3,3190,0,1999,122019,2,864000
3,2,3200,1,0,5,2000,1200,1977,122049,1,851500
5,3.25,2450,2,0,3,1770,680,1951,122006,1,849000
4,2.75,3540,2,0,3,3540,0,1998,122020,1,820000
4,2.5,2390,1,0,3,1590,800,1975,122057,2,800000
3,1.75,1890,1,0,4,1890,0,1969,122057,2,800000
5,2,3920,1.5,0,5,2560,1360,1910,122054,2,760000
4,2.5,3290,2,0,3,3290,0,2004,122020,3,750000
4,2.75,3800,2,0,3,3800,0,2008,122017,3,730000
4,2.5,2180,2,0,3,2180,0,1999,122007,3,726500
4,2.25,2120,2,0,4,1420,700,1926,122007,1,720168
5,3.25,3060,2,0,3,3060,0,2004,122033,1,708000
4,2.5,3220,2,0,3,3220,0,2004,122020,3,697000
4,2.25,2360,2,3,3,1520,840,2001,122007,1,695000
5,3.5,3860,1,3,4,2660,1200,1973,122033,2,670000
4,2,2350,2,0,3,2350,0,1977,122049,3,659000
3,2,2800,1,0,3,1400,1400,1954,122022,2,650000
3,1,1430,1.5,0,3,1430,0,1924,122028,3,650000
3,2.5,2930,1.5,0,3,2930,0,1983,122037,3,645000
3,1.75,3020,2,0,3,3020,0,1992,122023,2,617000
3,1,1850,1.5,0,3,1850,0,1922,122028,3,611000
3,2.5,2680,2,0,3,2680,0,1986,122037,2,600000
2,1,2120,1,0,4,1060,1060,1923,122051,3,600000
3,2.5,2290,2,0,3,2290,0,2001,122027,3,585000
4,2.5,2950,2,0,3,2950,0,2006,122015,2,551500
4,2.5,2850,2,0,3,2850,0,2003,122055,1,550000
4,1.75,2800,2,0,3,2800,0,1934,122008,2,529000
3,1.75,3000,2,0,4,1900,1100,1963,122006,1,523000
4,2.75,2520,2,0,3,1720,800,1979,122019,3,508500
3,1.5,2210,1,0,4,1030,1180,1912,122016,3,500000
2,2.25,1600,2,0,4,1600,0,1978,122069,1,492500
4,2.25,2020,2,0,3,2020,0,1995,122012,1,490000
3,1,1470,1,0,3,1470,0,1963,122033,3,475000
3,2.5,2680,1,0,3,1340,1340,1989,122036,3,475000
4,1.75,1810,2,0,4,1810,0,1961,122037,1,465000
2,2.25,1390,3,0,3,1340,50,2009,122005,1,465000
3,2.25,2250,1,0,3,1460,790,1976,122033,2,459900
4,1,1330,1,0,4,970,360,1957,122029,1,458450
5,1.75,3690,1,0,3,1890,1800,1985,122035,3,440000
4,2.5,2720,2,0,3,2720,0,2003,122023,3,408500
2,1,800,1,0,3,800,0,1942,122007,2,405000
2,1,880,1,0,3,880,0,1931,122006,1,400000
3,2.5,1470,2,0,5,1470,0,1980,122033,1,399950
3,1.5,1000,1,0,4,1000,0,1956,122027,1,390000
3,1.75,1580,1,0,3,1180,400,1976,122033,2,370000
4,2.5,2720,2,0,3,2720,0,1989,122018,2,368000
4,2,1920,1,0,3,1080,840,1962,122014,2,360000
4,3,2590,2,0,3,2590,0,2001,122039,3,355000
3,2.5,1860,2,0,3,1860,0,2000,122024,3,326995
3,3.25,1480,2,0,3,1180,300,2013,122034,2,315000
4,1,1190,1.5,0,3,1190,0,1926,122034,1,312000
3,1,1210,1,0,4,1210,0,1956,122014,2,310000
3,1.75,1320,1,0,3,1320,0,1988,122056,3,292000
4,3,1984,2,0,3,1984,0,2012,122072,1,292000
2,1,1340,1,0,3,1340,0,1949,122038,2,290000
4,2.5,2660,2,0,3,2660,0,2010,122035,1,287000
2,2.5,1420,2,0,3,1420,0,2004,122015,3,278000
3,1.75,1440,1,0,3,1440,0,1985,122018,3,258950
1,1,620,1,0,3,620,0,1939,122034,3,244900
4,1.75,1650,1,0,3,910,740,1978,122072,1,238000
3,1.75,1430,1,0,4,1430,0,1968,122040,3,225000
3,2,1100,1,0,3,1100,0,1969,122035,3,225000
2,1,960,1,0,3,960,0,1951,122056,3,208000
3,1,1240,1.5,0,4,1240,0,1959,122066,1,185000
3,1,780,1,0,2,780,0,1920,122051,1,180000
2,1,730,1,0,3,730,0,1950,122043,2,174950
2,1,1170,1,0,2,1170,0,1949,122052,3,104950
4,4,4130,2,4,4,2860,1270,1993,122020,2,2750000
3,2.25,3360,2,0,3,2770,590,1905,122047,1,2190000
5,3.75,4320,2,4,3,4320,0,1938,122014,1,1800000
4,3.5,4060,2,0,3,4060,0,2005,122010,1,1600000
4,3.25,4290,1,3,3,2690,1600,1997,122027,1,1400000
5,3.5,5150,2,2,3,3700,1450,2007,122029,1,1380000
5,3.5,3700,2,0,3,2750,950,1950,122004,2,1300000
4,2.5,2720,1,1,5,1870,850,1963,122057,2,1280000
4,2.25,2840,1,0,3,2240,600,1972,122048,1,1150000
4,2.25,2420,2,0,4,2420,0,1925,122048,1,975000
5,2.75,2580,1,0,4,1730,850,1954,122048,3,915000
6,4,3180,2,0,3,3180,0,2014,122019,1,859950
2,2.5,2830,2,0,3,2830,0,2001,122019,3,795000
3,2.5,3040,2,0,4,3040,0,1983,122021,3,790000
4,2.5,3060,2,0,3,3060,0,2005,122011,2,753000
4,2.5,3070,2,0,3,3070,0,2000,122020,2,725786
4,2.5,2440,1,0,4,1660,780,1970,122049,3,699000
6,2.25,2770,1.5,0,3,2120,650,1921,122047,1,685000
4,2.5,2980,2,0,3,2980,0,1990,122020,3,680000
5,2.25,2610,2,0,5,1750,860,1909,122006,2,678940
4,2.75,2670,2,3,5,1630,1040,1908,122051,3,675000
4,3,3280,2,0,3,3280,0,2005,122045,1,634800
4,3,1960,1,0,5,1050,910,1965,122016,2,604000
4,2.5,2520,1,0,4,1680,840,1968,122014,3,600000
3,1.75,2030,1,0,3,1600,430,1981,122005,1,597500
3,2,1170,1,0,5,800,370,1947,122006,3,592500
3,2.75,1670,3,0,3,1350,320,2014,122009,3,589950
4,2.75,1960,1.5,0,4,1960,0,1983,122021,3,565000
3,2.25,2220,1,0,3,1280,940,1982,122019,2,558000
3,2.25,2570,2,0,3,2170,400,1951,122022,2,538000
3,2.5,1850,2.5,0,3,1790,60,2005,122032,1,535000
3,2.25,1290,2,0,3,1000,290,2006,122013,3,525000
4,1.5,1710,1.5,0,3,1710,0,1924,122006,2,495800
4,1.75,1870,1,0,4,1090,780,1962,122010,2,490000
5,3,2240,1,1,5,1390,850,1952,122014,1,480000
2,1,1220,1.5,0,4,1220,0,1908,122028,3,470000
2,1,900,1,0,3,900,0,1947,122006,1,470000
3,2.5,2870,2,0,3,2870,0,1988,122040,3,465000
4,3.5,2000,3,0,3,2000,0,2008,122050,1,456500
4,2.25,2120,2,0,3,2120,0,1996,122025,3,450000
3,1.75,1410,1,0,4,1110,300,1954,122022,2,445000
3,2.25,1770,1,0,4,1350,420,1976,122021,2,436000
2,1.75,1320,1,0,4,920,400,1938,122007,1,422000
3,3,2680,1,0,4,2680,0,1970,122042,1,417400
6,2,2800,1,0,5,1400,1400,1954,122046,3,405000
4,2.5,2820,2,0,3,2820,0,2007,122024,3,398500
5,3,2140,1,0,3,1280,860,1978,122051,2,367777
2,1,1120,1,0,3,770,350,1926,122064,2,363000
3,1.75,1150,1,0,3,1150,0,1964,122041,3,361000
4,2.25,2390,2,0,3,2390,0,1988,122018,3,359500
3,2.25,1410,2,0,3,1290,120,2004,122012,1,355000
4,1.75,1870,1,0,3,1480,390,1972,122033,3,348500
3,2.25,1690,2,0,4,1690,0,1979,122025,3,345000
2,2.5,1100,3,0,3,1100,0,1997,122028,1,340000
3,2.5,1690,2,0,3,1410,280,2014,122034,1,338000
3,1.75,1400,1,0,4,700,700,1919,122059,2,337000
4,2.25,2440,2,0,3,2440,0,1983,122018,1,330000
3,1.75,1910,1,0,3,1910,0,2004,122068,1,323000
2,1.75,1200,1,0,5,800,400,1956,122022,1,306000
5,2.75,2790,1.5,0,4,2140,650,1949,122072,2,288000
4,2,2100,1,0,3,1200,900,1959,122034,1,283000
4,2.5,2009,2,0,3,2009,0,2012,122023,1,279000
2,2,1480,1,0,5,740,740,1919,122051,3,276000
4,1.75,1690,1,0,3,1690,0,1957,122063,3,275000
4,2.25,1700,2,0,3,1700,0,1999,122039,3,269500
3,2.5,1805,2,0,3,1805,0,2009,122072,2,266000
3,2.5,1880,2,0,3,1880,0,2010,122035,3,261950
2,1,770,1,0,3,770,0,1951,122022,3,257000
3,1,1340,1.5,0,4,1340,0,1920,122059,2,255000
4,2.5,1790,2,0,3,1790,0,1996,122065,3,251100
4,1.5,1850,1.5,0,4,1850,0,1960,122043,2,245000
3,1.5,1310,1,0,4,1310,0,1969,122035,1,225000
3,1.75,1100,1,0,4,1100,0,1969,122023,2,224000
3,1.75,1650,1,0,3,1650,0,1959,122070,3,220000
3,1,1210,1,0,3,1210,0,1954,122043,1,219950
3,1.5,1100,1,0,3,1100,0,1967,122039,2,215000
3,1,1100,1,0,4,1100,0,1966,122018,1,192500
3,1,990,1.5,0,3,990,0,1936,122056,1,173250
2,1.75,6840,2.5,4,3,4350,2490,2001,122029,3,3280000
5,3.25,3680,1.5,0,4,3680,0,1927,122004,3,1480000
4,2.75,2990,1.5,0,4,2090,900,1923,122054,1,1080000
4,5.25,4140,2,2,3,4140,0,2005,122020,1,1060000
3,1.75,2150,1,4,5,1140,1010,1960,122009,3,950000
5,3.25,4150,2,0,3,4150,0,2013,122019,3,929000
3,2.5,2960,2,0,3,2960,0,2009,122019,1,835000
3,2.5,2760,2,0,3,2760,0,2014,122020,2,834538
4,2.75,3400,2,0,3,3400,0,2001,122027,1,828200
3,2.5,3820,2,0,4,3820,0,1987,122045,3,775000
4,2.25,2040,1,0,4,1480,560,1958,122050,3,760000
3,1.75,2020,1,0,4,2020,0,1961,122057,3,740000
3,1.5,2120,1.5,0,3,2120,0,1904,122044,2,733500
4,2.5,2870,2,0,3,2870,0,2006,122011,1,725000
4,2.5,3160,2,0,3,3160,0,1999,122020,1,693000
4,2.5,3320,2,0,3,3320,0,1997,122045,3,685000
3,2.5,1790,3,0,3,1790,0,2007,122026,3,670950
3,2.5,1940,2,0,3,1940,0,1991,122005,1,661000
3,2.25,2150,1,3,4,1590,560,1959,122031,1,650000
4,2.5,2580,2,0,3,2580,0,1993,122019,1,620000
3,2.25,2400,1,0,3,1400,1000,1962,122006,1,595000
3,2.25,1640,1,0,3,1180,460,1967,122029,2,575950
3,1,1590,1.5,0,4,1290,300,1926,122007,3,572500
3,1,1130,1,0,3,880,250,1947,122007,1,550000
3,2.5,2060,2,0,3,1010,1050,1977,122005,2,541338
3,3.25,2670,2,2,3,2670,0,2000,122008,3,535000
3,3.5,2490,2,0,3,1720,770,2005,122012,1,533500
3,2.5,2640,1,0,3,1550,1090,1978,122049,2,530000
3,1,1800,1,0,3,1020,780,1964,122051,2,500000
3,1.75,1510,1,0,4,1220,290,1967,122029,2,490000
3,2.25,1440,3,0,3,1440,0,2014,122007,3,469000
5,1.5,1830,1,2,3,1030,800,1955,122014,2,465000
3,2.25,1620,2.5,0,3,1540,80,2012,122012,3,450000
4,2.5,2740,2,0,3,2740,0,2006,122024,3,438900
1,2,3000,2.5,2,3,3000,0,1979,122041,2,415000
5,2.25,1790,1,0,3,1270,520,1961,122014,1,409950
5,2.75,1690,1,0,5,970,720,1943,122034,3,399990
4,2.5,2030,1,0,3,1330,700,1969,122058,3,385000
3,2,1770,1,0,4,1770,0,1959,122031,2,381000
3,1.75,1680,1,0,3,1150,530,1979,122053,1,377000
3,2.75,2200,1,3,4,1570,630,1977,122040,3,375000
4,2.5,2420,2,0,3,2420,0,2013,122035,1,365000
4,2.5,2750,2,0,3,2750,0,2002,122023,2,360000
4,2.5,2000,2,0,3,2000,0,2003,122024,3,360000
5,2.5,2750,2,0,3,2750,0,1987,122067,2,357000
3,1,1240,1,0,4,1060,180,1940,122038,3,355000
3,2.25,1960,1,0,3,1600,360,1980,122046,3,355000
5,1,1340,1.5,0,3,1340,0,1934,122014,3,345950
4,1,1550,1.5,0,3,1550,0,1957,122034,3,345000
4,2.5,1820,2,0,3,1820,0,1994,122024,3,329500
6,3,2650,1,0,4,2650,0,1977,122068,1,325000
3,2.5,1920,2,0,3,1920,0,1999,122067,3,324000
3,1.75,1010,1,0,4,1010,0,1977,122017,1,315000
3,2.5,1020,2,0,3,720,300,2004,122054,3,300000
3,1,1040,1,0,4,1040,0,1969,122015,2,299000
4,3.25,2510,2,0,3,2510,0,2003,122042,3,290500
2,1,920,1,0,4,490,430,1949,122028,3,280300
4,2.5,1850,2,0,3,1850,0,1991,122065,2,278000
3,2.5,2495,2,0,3,2495,0,2007,122039,3,276000
2,2,1290,1,0,3,950,340,1956,122059,2,275000
4,2.25,1860,1,0,3,1140,720,1978,122018,2,266000
3,1.5,1400,1,0,4,1400,0,1964,122042,2,264950
4,1.5,1400,2,0,3,1400,0,1975,122039,2,257000
5,1.75,2140,1,0,4,2140,0,1951,122072,3,250750
3,1.75,1720,1,0,4,1140,580,1981,122023,3,245000
4,1.75,2020,1,0,4,2020,0,1969,122018,3,245000
3,2,1350,1,0,3,1350,0,1998,122068,1,244000
4,2,1610,1,0,4,1610,0,1979,122043,1,243500
3,1.5,1980,1,0,3,1980,0,1959,122056,3,235000
3,2,1690,1,0,3,1210,480,1977,122018,1,217000
3,2.5,1322,2,0,3,1322,0,2009,122039,2,215000
3,1,1010,1,0,5,1010,0,1969,122035,3,202000
3,2.25,1540,1,0,2,1180,360,1989,122018,3,176000
3,1,1060,1,0,4,1060,0,1927,122072,3,160000
3,1,1230,1.5,0,1,1230,0,1916,122007,1,125000
5,2.75,2880,1,3,4,1660,1220,1959,122048,1,1800000
5,3.75,3700,3,4,3,2900,800,1983,122006,3,1400000
4,2.5,2520,2,0,5,1670,850,1925,122003,2,1130000
4,3.25,3520,1,2,4,2010,1510,1978,122027,3,1110000
